id_penginapan,kabupaten,nama_penginapan,rating,harga,jumlah_ulasan,latitude,longitude,google_maps_link
IMNE,Gunungkidul,Blarak Villa,4.6,108000,26,-7.9772636,110.4160182,https://www.google.com/maps/search/Blarak%20Villa
TQKT,Gunungkidul,Penginapan Dewi Ratih Inn,4.1,500000,51,-7.9725756,110.6028671,https://www.google.com/maps/search/Penginapan%20Dewi%20Ratih%20Inn
N6YF,Gunungkidul,VILLA OPA DOEL,4.9,600000,53,-7.8718886,110.4608612,https://www.google.com/maps/search/VILLA%20OPA%20DOEL
FLVD,Gunungkidul,Joglo Ndalem Sabine Syariah,4.1,700000,138,-7.837629,110.4419926,https://www.google.com/maps/search/Joglo%20Ndalem%20Sabine%20Syariah
ZRDY,Gunungkidul,Kos & Penginapan 'Kasur Sare',4.6,171000,54,-7.9639957,110.5943386,https://www.google.com/maps/search/Kos%20%26%20Penginapan%20%27Kasur%20Sare%27
4CIV,Gunungkidul,SPOT ON 93199 Bunda Family Homestay Syariah,5.0,173000,2,-7.9495061,110.680354,https://www.google.com/maps/search/SPOT%20ON%2093199%20Bunda%20Family%20Homestay%20Syariah
G8BD,Gunungkidul,Hotel Santika Gunungkidul - Jogja,4.7,122000,1051,-7.9386531,110.5759683,https://www.google.com/maps/search/Hotel%20Santika%20Gunungkidul%20-%20Jogja
EM0T,Gunungkidul,BeGe HOMESTAY,4.4,120000,286,-7.9688165,110.6003059,https://www.google.com/maps/search/BeGe%20HOMESTAY
XMT3,Gunungkidul,Wulenpari,4.4,148000,718,-7.8856773,110.5121019,https://www.google.com/maps/search/Wulenpari
9Z9M,Gunungkidul,Griya Birowo Metting Room and Cafe,4.7,136000,10,-7.9722045,110.6021239,https://www.google.com/maps/search/Griya%20Birowo%20Metting%20Room%20and%20Cafe
XV0H,Gunungkidul,OYO Life 3003 Wisma Handayani Syariah,3.9,200000,180,-7.9599503,110.6031755,https://www.google.com/maps/search/OYO%20Life%203003%20Wisma%20Handayani%20Syariah
83L2,Gunungkidul,OMAH PRAYA KOSTEL,5.0,138000,20,-7.9643268,110.6095165,https://www.google.com/maps/search/OMAH%20PRAYA%20KOSTEL
J08A,Gunungkidul,Motel Padmahyasa,4.3,200000,153,-7.9707567,110.601217,https://www.google.com/maps/search/Motel%20Padmahyasa
DDFS,Gunungkidul,Cindelaras hostel & coworking space yogjakarta,3.1,490000,7,-7.8280709,110.4478721,https://www.google.com/maps/search/Cindelaras%20hostel%20%26%20coworking%20space%20yogjakarta
GLG0,Gunungkidul,Rumah Dharma 3 Grha Timoho,4.7,136000,121,-7.7953185,110.3899846,https://www.google.com/maps/search/Rumah%20Dharma%203%20Grha%20Timoho
65FM,Gunungkidul,"Omah Watupayung. Resto, Homestay, Photo Corner",4.2,230000,371,-7.8623966,110.737804,https://www.google.com/maps/search/Omah%20Watupayung.%20Resto%2C%20Homestay%2C%20Photo%20Corner
HJRO,Gunungkidul,Hotel Aji Mantoro,3.5,300000,74,-8.0498125,110.7990625,https://www.google.com/maps/search/Hotel%20Aji%20Mantoro
2ZT9,Gunungkidul,TERRA Guesthouse JEC Mitra RedDoorz,4.5,226000,15,-7.8126804,110.4191576,https://www.google.com/maps/search/TERRA%20Guesthouse%20JEC%20Mitra%20RedDoorz
CRTY,Gunungkidul,Losmen Sekar Kedhaton,4.3,231000,25,-7.9547949,110.5904538,https://www.google.com/maps/search/Losmen%20Sekar%20Kedhaton
68QM,Gunungkidul,Bitu Garden,4.7,124000,111,-7.8843723,110.5346742,https://www.google.com/maps/search/Bitu%20Garden
3X35,Gunungkidul,Rika Home Stay,4.0,128000,3,-7.8720628,110.466428,https://www.google.com/maps/search/Rika%20Home%20Stay
RZ4Q,Gunungkidul,Homestay Sutarwan,4.5,250000,2,-8.0108038,110.6369192,https://www.google.com/maps/search/Homestay%20Sutarwan
5H9F,Gunungkidul,Homestay Trysus,3.5,116000,6,-8.010061,110.637219,https://www.google.com/maps/search/Homestay%20Trysus
1LNB,Gunungkidul,Madina Guest House Syariah near Gembira Loka Zoo Yogyakarta Mitra RedDoorz,4.8,300000,105,-7.8123686,110.4049649,https://www.google.com/maps/search/Madina%20Guest%20House%20Syariah%20near%20Gembira%20Loka%20Zoo%20Yogyakarta%20Mitra%20RedDoorz
8VX8,Gunungkidul,Pendopo KASIH,4.6,191000,28,-7.867673,110.761552,https://www.google.com/maps/search/Pendopo%20KASIH
BZX5,Gunungkidul,Homestay Omahmbesi,4.6,107000,95,-7.9166173,110.5773393,https://www.google.com/maps/search/Homestay%20Omahmbesi
P1YD,Gunungkidul,Camila Living Yogyakarta Syariah RedPartner,5.0,400000,11,-7.8171708,110.3876967,https://www.google.com/maps/search/Camila%20Living%20Yogyakarta%20Syariah%20RedPartner
9BDH,Gunungkidul,Green Resort Pracimantoro,4.5,250000,589,-8.0419292,110.7908564,https://www.google.com/maps/search/Green%20Resort%20Pracimantoro
2A22,Gunungkidul,Motel Syariah Anggraini,4.3,134000,86,-7.9632426,110.5982458,https://www.google.com/maps/search/Motel%20Syariah%20Anggraini
N5YI,Gunungkidul,OYO 91816 Griya Putih,4.4,135000,44,-7.8091364,110.4183584,https://www.google.com/maps/search/OYO%2091816%20Griya%20Putih
QARF,Gunungkidul,OMAH LEREN Mitra Reddoorz,4.6,200000,24,-7.8123326,110.3835463,https://www.google.com/maps/search/OMAH%20LEREN%20Mitra%20Reddoorz
FHH1,Gunungkidul,HOTEL FEVYTRA,4.1,300000,209,-7.8135041,110.3893641,https://www.google.com/maps/search/HOTEL%20FEVYTRA
FK5G,Gunungkidul,RedDoorz Syariah @ Kebun Raya,4.5,136000,182,-7.8080203,110.3981703,https://www.google.com/maps/search/RedDoorz%20Syariah%20%40%20Kebun%20Raya
6LP1,Gunungkidul,Omah Gading Homestay,4.5,200000,49,-7.9129835,110.5644496,https://www.google.com/maps/search/Omah%20Gading%20Homestay
GIPA,Gunungkidul,Londres Bed and Breakfast RedPartner near Gembira Loka Zoo,4.7,123000,154,-7.8117669,110.3880295,https://www.google.com/maps/search/Londres%20Bed%20and%20Breakfast%20RedPartner%20near%20Gembira%20Loka%20Zoo
KUFT,Gunungkidul,Joglo Satrio Pinayungan,4.9,1500000,28,-7.8374206,110.4555752,https://www.google.com/maps/search/Joglo%20Satrio%20Pinayungan
QWWU,Gunungkidul,Rumah Daun Timoho Yogyakarta RedPartner,4.1,138000,24,-7.7961088,110.3958353,https://www.google.com/maps/search/Rumah%20Daun%20Timoho%20Yogyakarta%20RedPartner
Q4L8,Gunungkidul,Homestay Putu Popon,4.8,200000,6,-7.9600341,110.4402093,https://www.google.com/maps/search/Homestay%20Putu%20Popon
25V2,Gunungkidul,Serambut Widi ArtCation,5.0,490000,8,-7.8232399,110.459376,https://www.google.com/maps/search/Serambut%20Widi%20ArtCation
WZ77,Gunungkidul,Omah Singo stay & resto,4.9,371000,60,-7.8221875,110.4588125,https://www.google.com/maps/search/Omah%20Singo%20stay%20%26%20resto
KC71,Gunungkidul,Hotel Tirta Sanita,3.8,136000,332,-7.8193415,110.3874312,https://www.google.com/maps/search/Hotel%20Tirta%20Sanita
3U0P,Gunungkidul,Homestay Arya Mangunan,4.9,230000,294,-7.9330186,110.4263299,https://www.google.com/maps/search/Homestay%20Arya%20Mangunan
7WXD,Gunungkidul,Tirta Kencana Hotel & Garden Resto,4.2,226000,1357,-7.80434,110.4092321,https://www.google.com/maps/search/Tirta%20Kencana%20Hotel%20%26%20Garden%20Resto
NKO4,Gunungkidul,Dzikry Guest House Syariah,4.9,231000,45,-7.810658,110.4190858,https://www.google.com/maps/search/Dzikry%20Guest%20House%20Syariah
B4BX,Gunungkidul,Rama Shinta Homestay Mitra RedDoorz,3.7,124000,9,-7.8051953,110.3957242,https://www.google.com/maps/search/Rama%20Shinta%20Homestay%20Mitra%20RedDoorz
7QHT,Gunungkidul,House 140,3.7,128000,462,-7.7987257,110.411797,https://www.google.com/maps/search/House%20140
MGBD,Gunungkidul,RedDoorz near XT Square 2,3.5,116000,259,-7.815511,110.388421,https://www.google.com/maps/search/RedDoorz%20near%20XT%20Square%202
RP23,Gunungkidul,Homestay Wanajaya,4.7,300000,32,-7.9034019,110.4407069,https://www.google.com/maps/search/Homestay%20Wanajaya
2S0X,Gunungkidul,ENDRAYANTI INN SYARI'AH,5.0,191000,1,-7.8254377,110.3794972,https://www.google.com/maps/search/ENDRAYANTI%20INN%20SYARI%27AH
F8IL,Gunungkidul,Litto (Little Tokyo) Jogja,4.6,107000,1892,-7.8955224,110.4399784,https://www.google.com/maps/search/Litto%20%28Little%20Tokyo%29%20Jogja
9ZDY,Gunungkidul,Homestay Madit Jaya,4.7,400000,19,-7.8912055,110.4477685,https://www.google.com/maps/search/Homestay%20Madit%20Jaya
BAO9,Gunungkidul,Home Stay Family 96 Mangunan,4.1,250000,8,-7.9381409,110.4291535,https://www.google.com/maps/search/Home%20Stay%20Family%2096%20Mangunan
P42E,Gunungkidul,Dann's Homestay,4.5,200000,4,-7.9153509,110.4371028,https://www.google.com/maps/search/Dann%27s%20Homestay
2CV2,Gunungkidul,Srikandi Baru Inn Blok O,4.1,300000,98,-7.8002519,110.4164809,https://www.google.com/maps/search/Srikandi%20Baru%20Inn%20Blok%20O
LCMO,Sleman,Banua Raya Homestay,3.0,188000,155,-7.740312,110.38997,https://www.google.com/maps/search/Banua%20Raya%20Homestay
XVI7,Kota Yogyakarta,Laxston Hotel,3.5,328000,1900,-7.780018,110.36064,https://www.google.com/maps/search/Laxston%20Hotel
K8Y3,Sleman,Java Amazon Villa & Resort,3.5,281000,3000,-7.646822,110.3833,https://www.google.com/maps/search/Java%20Amazon%20Villa%20%26%20Resort
FDOJ,Gunungkidul,Griya Limasan Gunung Kidul,4.5,203000,440,-7.964918,110.60892,https://www.google.com/maps/search/Griya%20Limasan%20Gunung%20Kidul
VUCE,Kulon Progo,KP inn bandara YIA,4.2,110000,52,-7.8881543,110.0733434,https://www.google.com/maps/search/KP%20inn%20bandara%20YIA
1OO3,Kulon Progo,Penginapan Syariah Mbak Ibek Wates Kulon Progo,4.5,102000,258,-7.8553624,110.161035,https://www.google.com/maps/search/Penginapan%20Syariah%20Mbak%20Ibek%20Wates%20Kulon%20Progo
D6TE,Kulon Progo,Homestay Sukarman,4.6,177000,123,-7.7993762,110.1166495,https://www.google.com/maps/search/Homestay%20Sukarman
2XCC,Kulon Progo,Suparman Homestay,3.4,147000,123,-7.8067443,110.1112234,https://www.google.com/maps/search/Suparman%20Homestay
6DH9,Kulon Progo,Sri Homestay,4.3,115000,1,-7.8067443,110.1112234,https://www.google.com/maps/search/Sri%20Homestay
R6WB,Kulon Progo,Home sty kasmiyem,4.4,149000,74,-7.7986462,110.1164332,https://www.google.com/maps/search/Home%20sty%20kasmiyem
2MPI,Kulon Progo,Iran Homestay,4.6,104000,7,-7.7980111,110.1153281,https://www.google.com/maps/search/Iran%20Homestay
IAVH,Sleman,RedDoorz near Lotte Mart Maguwoharjo Yogyakarta,3.3,285000,6,-7.7639454,110.4238458,https://www.google.com/maps/search/RedDoorz%20near%20Lotte%20Mart%20Maguwoharjo%20Yogyakarta
XMH1,Sleman,RedDoorz near Lotte Mart maguwo,3.9,128000,55,-7.7605384,110.4334437,https://www.google.com/maps/search/RedDoorz%20near%20Lotte%20Mart%20maguwo
QW2X,Sleman,The Riverside,4.8,127000,11,-7.7507169,110.3920854,https://www.google.com/maps/search/The%20Riverside
NA90,Sleman,RedDoorz near Terminal Condong Catur,4.3,124000,69,-7.7551257,110.3966744,https://www.google.com/maps/search/RedDoorz%20near%20Terminal%20Condong%20Catur
OO7A,Sleman,RedDoorz near Gejayan,4.0,328000,320,-7.7684194,110.3960539,https://www.google.com/maps/search/RedDoorz%20near%20Gejayan
75YF,Sleman,RedDoorz near Hartono Mall,4.1,96900,179,-7.7544199,110.3962813,https://www.google.com/maps/search/RedDoorz%20near%20Hartono%20Mall
HXTG,Sleman,Pondok Guesthouse RedPartner,4.0,133000,16,-7.7721571,110.4326596,https://www.google.com/maps/search/Pondok%20Guesthouse%20RedPartner
KJF7,Sleman,Hotel Sunrise Jogja,4.0,147000,861,-7.759415,110.39267,https://www.google.com/maps/search/Hotel%20Sunrise%20Jogja
V1GA,Sleman,RedDoorz @ Anggajaya Condongatur,3.5,288000,4,-7.7539371,110.3996281,https://www.google.com/maps/search/RedDoorz%20%40%20Anggajaya%20Condongatur
FLVR,Sleman,RedDoorz near AMIKOM Yogyakarta,4.4,56400,229,-7.7473817,110.4122104,https://www.google.com/maps/search/RedDoorz%20near%20AMIKOM%20Yogyakarta
00HH,Sleman,Kost Exclusive Maleo Cempaka Putih,3.9,265000,260,-7.7656583,110.3909104,https://www.google.com/maps/search/Kost%20Exclusive%20Maleo%20Cempaka%20Putih
RA6U,Sleman,Reddoorz @ Plemburan,4.1,206000,374,-7.7466414,110.3840669,https://www.google.com/maps/search/Reddoorz%20%40%20Plemburan
JYP9,Sleman,Penginapan cindelaras,5.0,156000,1,-7.8278438,110.4431674,https://www.google.com/maps/search/Penginapan%20cindelaras
IJH6,Sleman,RedDoorz near Jogja Kembali Monument 3,3.7,205000,201,-7.7513272,110.373052,https://www.google.com/maps/search/RedDoorz%20near%20Jogja%20Kembali%20Monument%203
IMX4,Sleman,Reddoorz @ Jalan Wonosari KM.9,3.0,117000,134,-7.8257923,110.4311273,https://www.google.com/maps/search/Reddoorz%20%40%20Jalan%20Wonosari%20KM.9
SW7R,Sleman,Homestay Syariah Ngangkruk,4.0,168000,165,-7.7777157,110.459397,https://www.google.com/maps/search/Homestay%20Syariah%20Ngangkruk
UOA8,Sleman,RedDoorz near Candi Ratu Boko,4.0,940000,152,-7.7797311,110.4822281,https://www.google.com/maps/search/RedDoorz%20near%20Candi%20Ratu%20Boko
2MAB,Sleman,RedDoorz Plus near Jogja Kembali Monument,3.8,145000,356,-7.755232,110.3698208,https://www.google.com/maps/search/RedDoorz%20Plus%20near%20Jogja%20Kembali%20Monument
KQI8,Bantul,Homestay dan Batik erlangga,5.0,400000,1,-7.8608468,110.2954301,https://www.google.com/maps/search/Homestay%20dan%20Batik%20erlangga
LE7I,Bantul,Rahayu homestay,5.0,350000,94,-7.8708289,110.3548413,https://www.google.com/maps/search/Rahayu%20homestay
77,Bantul,Homestay Syariah Bantul,4.5,289000,28,-7.8850208,110.3238434,https://www.google.com/maps/search/Homestay%20Syariah%20Bantul
FXBH,Bantul,Homestay-Tembi,4.8,450000,22,-7.8726022,110.3546561,https://www.google.com/maps/search/Homestay-Tembi
TEQA,Bantul,DS Homestay Krebet,4.0,106000,373,-7.8641723,110.2937347,https://www.google.com/maps/search/DS%20Homestay%20Krebet
FJEL,Bantul,Homestay Miftah,5.0,62800,28,-7.8601623,110.293647,https://www.google.com/maps/search/Homestay%20Miftah
BYPS,Bantul,Penginapan Galuh,3.0,281000,597,-7.8601623,110.293647,https://www.google.com/maps/search/Penginapan%20Galuh
WE4B,Bantul,Sor Sawo Krebet Homestay,2.0,132000,1,-7.8601623,110.293647,https://www.google.com/maps/search/Sor%20Sawo%20Krebet%20Homestay
Y398,Bantul,Homestay Lentera Putra,3.0,235000,28,-7.8601623,110.293647,https://www.google.com/maps/search/Homestay%20Lentera%20Putra
490T,Bantul,Arnymas Homestay,3.5,314000,28,-7.8601623,110.293647,https://www.google.com/maps/search/Arnymas%20Homestay
ZDID,Bantul,Homestay Dulngori,4.5,54200,28,-7.8601623,110.293647,https://www.google.com/maps/search/Homestay%20Dulngori
XVET,Bantul,Mayza Homestay Syariah,5.0,179000,298,-7.8596821,110.2990286,https://www.google.com/maps/search/Mayza%20Homestay%20Syariah
FMRA,Bantul,BU SOEM HOMESTAY SYARIAH,4.3,238000,28,-7.88093,110.30321,https://www.google.com/maps/search/BU%20SOEM%20HOMESTAY%20SYARIAH
8U39,Bantul,Homestay Hasta Aji,4.5,156000,1,-7.8601623,110.293647,https://www.google.com/maps/search/Homestay%20Hasta%20Aji
9SLM,Bantul,Homestay Sutriono,3.0,97800,28,-7.8628975,110.2945303,https://www.google.com/maps/search/Homestay%20Sutriono
HPH7,Bantul,Argosari Homestay,4.0,239000,28,-7.8628975,110.2945303,https://www.google.com/maps/search/Argosari%20Homestay
5VSI,Bantul,Homestay Azka,3.0,305000,82,-7.8601623,110.293647,https://www.google.com/maps/search/Homestay%20Azka
02OJ,Bantul,Ana Homestay,2.0,275000,80,-7.8601623,110.293647,https://www.google.com/maps/search/Ana%20Homestay
X2WP,Bantul,CAMPING GROUND GUNUNG MIJIL HILS,3.0,261000,36,-7.8704097,110.3237372,https://www.google.com/maps/search/CAMPING%20GROUND%20GUNUNG%20MIJIL%20HILS
EF5O,Bantul,Homestay Sidodadi,3.4,400000,36,-7.8611269,110.2895423,https://www.google.com/maps/search/Homestay%20Sidodadi
EYGK,Bantul,Roto Homestay,3.0,236000,28,-7.8601623,110.293647,https://www.google.com/maps/search/Roto%20Homestay
2XN7,Gunungkidul,Bukit Indah | Resto & Hotel,4.2,120000,1800,-7.8446018,110.4803258,https://www.google.com/maps/search/Bukit%20Indah%20%7C%20Resto%20%26%20Hotel
TBK9,Gunungkidul,OYO 94377 Maryam Homestay Syariah 2,3.0,500000,1,-7.849559,110.485685,https://www.google.com/maps/search/OYO%2094377%20Maryam%20Homestay%20Syariah%202
WZ18,Gunungkidul,OYO 94120 Penginapan Viki Syariah,5.0,550000,1,-7.880877,110.445556,https://www.google.com/maps/search/OYO%2094120%20Penginapan%20Viki%20Syariah
9JAQ,Gunungkidul,SPOT ON 93029 Pondok Wisata Sabar,2.0,250000,2,-7.965542,110.600882,https://www.google.com/maps/search/SPOT%20ON%2093029%20Pondok%20Wisata%20Sabar
IUUL,Gunungkidul,"Wisma Ganesha, Wonosari, Gunung Kidul",4.0,123000,98,-7.963914,110.6025785,https://www.google.com/maps/search/Wisma%20Ganesha%2C%20Wonosari%2C%20Gunung%20Kidul
4V49,Gunungkidul,Wonosari,5.0,371000,573,-7.9721723,110.7139294,https://www.google.com/maps/search/Wonosari
8DHY,Gunungkidul,Noto House Homey,5.0,151000,12,-7.8113468,110.3980291,https://www.google.com/maps/search/Noto%20House%20Homey
95H7,Gunungkidul,Ngatiyo Homestay,4.8,300000,5,-7.8917854,110.4465782,https://www.google.com/maps/search/Ngatiyo%20Homestay
YH1K,Gunungkidul,Camping Ground Kali Oya,5.0,250000,2,-7.9657645,110.4347728,https://www.google.com/maps/search/Camping%20Ground%20Kali%20Oya
FR6S,Gunungkidul,Al Abror Homestay,2.7,135000,216,-7.7950684,110.3872993,https://www.google.com/maps/search/Al%20Abror%20Homestay
PC94,Gunungkidul,RedDoorz near Balai Kota Yogyakarta Timoho,4.7,151000,27,-7.7957849,110.3925047,https://www.google.com/maps/search/RedDoorz%20near%20Balai%20Kota%20Yogyakarta%20Timoho
